time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2015-04-21,17.8,8.8,15.2,6.4,6.90,0.00,20.6,265,21.46,3.58
2015-04-22,18.8,5.4,15.7,2.7,4.00,0.00,23.9,216,19.36,3.35
2015-04-23,9.9,4.1,4.5,-0.4,0.40,0.00,28.0,282,20.51,3.29
2015-04-24,9.0,1.7,2.7,-3.9,0.00,0.00,24.7,313,16.81,2.91
2015-04-25,14.2,1.0,11.1,-3.3,0.00,0.00,14.8,292,25.37,3.51
2015-04-26,13.9,4.2,11.5,0.7,0.00,0.00,14.0,356,19.07,3.13
2015-04-27,14.8,5.1,10.1,1.5,0.00,0.00,18.6,315,20.87,3.63
2015-04-28,18.6,8.1,15.7,3.8,0.00,0.00,19.0,338,18.22,3.55
2015-04-29,22.2,9.0,20.9,5.9,0.00,0.00,15.0,318,25.23,4.61
2015-04-30,15.5,7.3,13.2,4.6,0.00,0.00,17.8,80,23.84,3.41
2015-05-01,13.5,7.7,11.6,5.4,0.00,0.00,10.5,90,13.90,2.25
2015-05-02,17.8,6.6,17.9,5.2,0.00,0.00,17.1,155,24.02,3.63
2015-05-03,23.1,6.1,23.6,4.1,0.00,0.00,12.2,188,26.04,4.66
2015-05-04,26.2,9.1,25.6,7.4,0.00,0.00,17.2,212,25.77,5.52
2015-05-05,26.0,14.8,26.8,13.9,0.00,0.00,15.1,245,22.55,4.74
2015-05-06,19.6,12.8,18.6,12.4,0.00,0.00,12.9,32,15.43,3.29
2015-05-07,23.7,10.1,24.6,9.1,0.00,0.00,13.5,169,27.66,5.06
2015-05-08,26.4,11.0,28.6,10.4,0.00,0.00,15.8,175,27.65,5.18
2015-05-09,18.6,11.8,19.1,10.6,0.00,0.00,10.5,92,9.02,1.63
2015-05-10,27.0,15.6,28.9,16.6,0.00,0.00,15.0,209,20.42,3.98
2015-05-11,26.6,18.0,28.4,19.4,0.60,0.00,15.5,194,17.64,3.49
2015-05-12,29.3,18.1,29.2,17.4,0.00,0.00,24.5,259,22.03,5.76
2015-05-13,18.9,12.5,14.7,8.6,0.00,0.00,25.5,316,19.12,4.78
2015-05-14,20.7,9.3,19.4,5.8,0.00,0.00,16.6,321,29.79,5.68
2015-05-15,22.3,10.7,21.1,8.4,0.00,0.00,16.5,207,24.23,5.17
2015-05-16,25.5,12.9,26.6,11.2,6.30,0.00,12.3,188,17.58,3.52
2015-05-17,26.8,16.8,31.4,18.5,6.30,0.00,7.9,270,20.51,4.00
2015-05-18,19.9,14.2,21.7,13.5,0.00,0.00,16.3,98,12.42,2.13
2015-05-19,25.0,14.0,26.4,13.7,5.80,0.00,11.6,209,11.22,2.28
2015-05-20,19.3,11.9,18.4,8.6,0.00,0.00,22.7,316,27.15,5.06
2015-05-21,15.0,9.4,12.5,7.0,0.00,0.00,11.6,231,12.54,2.55
2015-05-22,21.6,11.3,19.1,8.9,0.00,0.00,25.6,294,27.00,5.42
2015-05-23,19.2,9.1,16.6,4.9,0.00,0.00,17.1,300,30.79,5.58
2015-05-24,25.2,9.9,24.0,6.8,0.00,0.00,14.0,230,28.86,5.96
2015-05-25,28.5,14.2,28.9,14.0,0.00,0.00,17.9,208,27.15,6.04
2015-05-26,30.0,17.4,32.6,16.6,0.00,0.00,17.0,202,25.75,6.00
2015-05-27,29.5,18.9,32.5,19.8,3.30,0.00,19.5,201,23.46,4.95
2015-05-28,30.0,18.7,33.7,20.7,3.80,0.00,14.9,227,23.41,4.80
2015-05-29,26.5,15.8,29.4,15.6,0.00,0.00,13.6,86,29.51,5.69
2015-05-30,28.5,17.0,31.1,17.8,0.00,0.00,19.2,190,25.67,5.34
2015-05-31,29.2,19.7,32.0,20.2,7.80,0.00,16.1,192,21.73,4.61
2015-06-01,21.5,12.7,23.1,10.9,25.30,0.00,19.4,72,5.62,1.02
2015-06-02,12.5,11.1,11.4,8.9,25.10,0.00,17.2,37,2.80,0.59
2015-06-03,18.9,11.6,19.7,10.2,0.50,0.00,11.3,78,20.45,3.31
2015-06-04,16.3,12.2,14.5,10.6,0.50,0.00,13.1,90,12.31,2.24
2015-06-05,17.4,12.4,18.3,10.9,0.30,0.00,11.0,81,8.55,1.65
2015-06-06,23.1,13.7,23.1,12.8,2.40,0.00,19.2,3,22.99,4.39
2015-06-07,21.5,10.5,22.3,9.2,0.00,0.00,18.5,153,26.41,4.65
2015-06-08,24.6,15.1,25.3,12.8,1.30,0.00,19.1,189,20.28,4.05
2015-06-09,26.4,18.3,28.4,19.1,2.60,0.00,18.4,222,18.32,3.61
2015-06-10,26.4,14.6,27.8,14.9,0.00,0.00,14.4,239,25.34,4.97
2015-06-11,31.0,19.3,33.7,19.4,0.00,0.00,14.7,238,25.31,5.64
2015-06-12,28.9,19.7,33.9,21.9,0.00,0.00,15.3,175,24.59,5.10
2015-06-13,28.4,22.2,29.8,22.9,0.00,0.00,18.7,318,25.66,5.52
2015-06-14,28.6,18.3,32.6,19.9,0.50,0.00,16.9,171,25.08,5.23
2015-06-15,28.6,19.2,34.9,20.6,21.70,0.00,14.5,128,13.31,2.79
2015-06-16,26.3,18.3,31.1,19.7,8.90,0.00,14.8,275,11.64,2.42
2015-06-17,24.8,18.4,28.0,18.7,0.00,0.00,15.3,46,22.31,4.59
2015-06-18,20.7,17.7,20.8,17.7,0.00,0.00,12.2,166,11.58,2.55
2015-06-19,27.9,18.3,29.9,18.9,0.30,0.00,10.5,307,18.05,3.87
2015-06-20,20.8,18.2,22.9,17.8,0.90,0.00,14.8,73,6.13,1.64
2015-06-21,29.6,20.9,30.9,23.3,39.20,0.00,20.7,253,17.37,3.87
2015-06-22,29.0,19.9,30.3,20.9,0.00,0.00,17.4,285,27.73,5.83
2015-06-23,31.8,21.0,35.3,22.4,0.00,0.00,21.1,228,23.42,5.40
2015-06-24,27.4,18.4,29.2,18.4,0.00,0.00,16.6,320,30.21,6.28
2015-06-25,27.1,16.5,28.6,16.9,0.00,0.00,11.2,255,23.40,4.96
2015-06-26,24.8,19.8,26.3,21.4,0.10,0.00,12.3,57,22.59,4.42
2015-06-27,20.8,16.9,20.9,15.4,35.00,0.00,24.2,92,6.96,1.86
2015-06-28,22.2,17.4,24.7,16.8,33.30,0.00,20.6,20,10.06,1.99
2015-06-29,23.1,16.1,23.4,15.4,0.00,0.00,18.6,256,17.04,3.65
2015-06-30,25.9,16.6,27.8,17.2,0.30,0.00,19.5,168,25.08,4.77
2015-07-01,27.1,20.2,29.0,22.0,11.20,0.00,20.1,243,23.39,4.72
2015-07-02,24.7,17.4,27.4,18.6,0.00,0.00,8.0,270,19.23,3.67
2015-07-03,26.2,17.5,28.1,17.2,0.00,0.00,13.7,336,29.04,5.56
2015-07-04,23.3,18.6,24.4,20.8,1.50,0.00,13.3,55,17.47,3.32
2015-07-05,27.5,17.4,30.6,19.1,0.00,0.00,8.9,234,24.31,4.73
2015-07-06,26.4,18.6,29.0,20.8,0.30,0.00,11.0,171,16.07,3.24
2015-07-07,29.1,22.3,32.3,25.5,4.50,0.00,13.5,187,17.75,3.67
2015-07-08,29.2,22.3,34.0,23.9,8.00,0.00,14.8,244,17.48,3.83
2015-07-09,26.0,21.3,29.9,22.8,3.10,0.00,13.0,60,14.24,3.03
2015-07-10,27.9,20.0,29.3,20.9,0.10,0.00,19.2,320,28.63,5.61
2015-07-11,28.4,18.6,31.8,18.9,0.00,0.00,11.6,2,26.90,5.46
2015-07-12,29.9,18.4,32.7,20.3,0.10,0.00,8.0,233,26.11,5.35
2015-07-13,28.6,20.4,31.9,22.2,0.00,0.00,14.3,161,26.05,5.43
2015-07-14,25.9,18.8,30.0,20.9,6.60,0.00,14.5,134,15.02,2.88
2015-07-15,26.7,21.4,31.3,21.2,1.80,0.00,18.7,356,10.91,2.72
2015-07-16,25.5,17.7,27.3,15.7,0.00,0.00,19.7,21,28.62,5.99
2015-07-17,26.2,15.7,27.7,16.3,0.00,0.00,14.9,190,23.37,4.79
2015-07-18,28.6,20.4,32.6,20.6,2.80,0.00,16.2,203,14.38,3.41
2015-07-19,32.9,22.1,37.5,25.9,0.00,0.00,12.0,231,24.20,5.33
2015-07-20,33.2,24.8,37.6,28.3,0.20,0.00,12.0,262,24.61,5.77
2015-07-21,32.4,22.6,34.3,25.2,0.30,0.00,16.4,276,20.33,5.27
2015-07-22,28.5,19.8,27.2,18.8,0.00,0.00,20.9,309,26.80,6.91
2015-07-23,28.2,18.0,27.6,17.9,0.00,0.00,13.9,300,22.29,5.37
2015-07-24,28.0,17.3,29.3,17.3,0.00,0.00,8.4,305,21.09,4.58
2015-07-25,28.8,17.3,30.4,17.7,0.00,0.00,14.4,142,22.89,5.08
2015-07-26,30.8,20.3,32.6,21.3,0.00,0.00,17.3,206,22.44,5.56
2015-07-27,27.0,20.7,29.8,22.6,18.30,0.00,13.1,196,16.37,3.53
2015-07-28,31.3,21.0,35.8,24.2,0.00,0.00,9.2,217,23.34,4.99
2015-07-29,32.7,21.1,36.0,23.9,0.00,0.00,13.3,230,23.70,5.57
2015-07-30,31.2,23.4,34.9,27.3,8.90,0.00,17.6,225,16.40,3.70
2015-07-31,30.8,20.6,31.6,22.1,0.00,0.00,13.8,291,24.47,5.55
2015-08-01,30.3,21.5,30.7,22.1,0.70,0.00,17.0,260,21.63,5.59
2015-08-02,29.7,18.1,30.4,18.8,0.00,0.00,11.5,239,22.48,5.14
2015-08-03,31.1,20.6,32.1,21.8,0.00,0.00,18.8,218,24.27,6.19
2015-08-04,31.8,21.9,32.8,23.5,1.20,0.00,16.9,244,23.22,5.68
2015-08-05,30.2,19.5,29.2,21.4,0.00,0.00,17.7,295,21.47,5.61
2015-08-06,27.5,17.0,26.9,17.2,0.00,0.00,11.5,316,19.80,4.50
2015-08-07,27.4,18.7,28.5,19.2,0.00,0.00,12.1,45,21.30,4.64
2015-08-08,27.4,18.0,28.5,19.4,0.00,0.00,7.3,71,19.57,4.09
2015-08-09,27.7,18.3,27.6,19.7,0.00,0.00,11.4,68,19.45,4.33
2015-08-10,26.8,18.2,27.6,20.0,0.00,0.00,15.9,159,17.98,4.01
2015-08-11,26.0,20.8,29.4,21.9,30.20,0.00,19.2,199,7.91,1.84
2015-08-12,27.5,18.9,27.2,19.9,0.00,0.00,14.1,301,22.10,4.81
2015-08-13,27.4,17.2,27.7,17.9,0.00,0.00,10.5,302,24.97,5.05
2015-08-14,29.2,16.8,30.7,17.3,0.00,0.00,10.8,233,25.93,5.52
2015-08-15,31.4,19.9,34.0,21.0,0.00,0.00,12.4,227,23.91,5.47
2015-08-16,31.5,20.9,33.7,23.2,0.00,0.00,9.4,251,20.98,4.72
2015-08-17,32.6,21.9,35.2,24.6,0.00,0.00,9.6,236,21.36,5.13
2015-08-18,31.3,23.1,34.9,25.6,0.30,0.00,16.4,195,20.26,4.97
2015-08-19,28.9,21.7,31.7,24.4,0.10,0.00,17.7,157,19.01,4.20
2015-08-20,28.3,22.5,29.9,25.9,1.20,0.00,22.7,143,17.69,3.91
2015-08-21,28.6,22.5,31.6,25.7,2.50,0.00,16.2,355,18.78,3.97
2015-08-22,28.1,19.5,29.6,18.3,0.20,0.00,15.6,353,24.40,5.48
2015-08-23,27.0,18.3,29.8,19.1,1.10,0.00,11.9,43,15.78,3.34
2015-08-24,29.1,20.5,32.3,23.6,0.00,0.00,12.4,187,19.82,4.27
2015-08-25,29.3,21.5,31.1,23.5,5.00,0.00,14.6,227,16.77,4.00
2015-08-26,27.6,18.2,27.2,18.5,0.00,0.00,14.4,293,19.10,4.93
2015-08-27,26.1,19.0,25.5,18.7,0.00,0.00,12.0,310,15.39,4.12
2015-08-28,26.0,16.7,26.7,17.0,0.00,0.00,9.3,314,19.52,4.04
2015-08-29,28.7,16.6,29.7,17.7,0.00,0.00,13.7,231,18.76,4.24
2015-08-30,30.7,19.3,32.3,20.9,0.00,0.00,13.6,230,18.62,4.53
2015-08-31,31.6,22.6,31.9,24.5,0.00,0.00,14.4,259,14.55,4.30
2015-09-01,30.5,20.8,33.5,22.8,0.00,0.00,10.5,311,19.51,4.38
2015-09-02,30.5,20.7,33.6,23.9,0.00,0.00,10.9,198,19.17,4.13
2015-09-03,32.2,20.4,35.4,22.7,6.30,0.00,9.4,344,20.64,4.44
2015-09-04,27.0,21.7,28.8,23.2,0.90,0.00,16.4,72,16.39,3.50
2015-09-05,25.7,18.6,27.0,19.7,0.00,0.00,12.6,96,20.43,4.29
2015-09-06,27.4,16.6,29.0,17.8,0.00,0.00,13.4,179,22.22,4.50
2015-09-07,31.2,18.0,32.8,19.3,0.00,0.00,13.2,220,20.63,4.93
2015-09-08,33.5,21.6,35.9,23.4,0.00,0.00,13.5,222,20.13,5.26
2015-09-09,31.0,21.9,34.2,25.0,0.40,0.00,13.6,204,16.88,4.07
2015-09-10,25.6,21.2,30.2,23.7,37.70,0.00,12.3,31,5.31,1.17
2015-09-11,24.6,18.3,25.9,18.8,4.80,0.00,16.2,10,11.96,2.48
2015-09-12,24.2,17.9,26.0,19.5,10.80,0.00,17.1,141,12.48,2.40
2015-09-13,22.1,16.8,23.0,15.4,2.40,0.00,15.3,252,8.86,1.99
2015-09-14,22.6,13.9,20.3,11.4,0.00,0.00,22.1,279,19.44,4.11
2015-09-15,26.1,13.2,26.9,12.4,0.00,0.00,10.5,281,21.16,4.08
2015-09-16,27.7,14.8,29.5,14.9,0.00,0.00,8.6,296,21.01,3.94
2015-09-17,28.5,15.8,29.8,16.8,0.00,0.00,9.2,228,20.88,4.22
2015-09-18,27.6,16.1,29.0,16.6,0.00,0.00,11.8,184,20.52,4.18
2015-09-19,26.7,16.7,27.3,18.2,0.00,0.00,12.5,185,17.87,3.58
2015-09-20,23.6,17.4,22.9,14.3,0.00,0.00,18.3,352,18.42,4.18
2015-09-21,20.5,13.8,19.0,11.4,0.10,0.00,15.6,46,16.16,3.59
2015-09-22,20.8,16.1,19.4,14.4,0.00,0.00,13.9,47,10.96,2.71
2015-09-23,24.2,13.9,23.4,13.4,0.00,0.00,10.2,25,19.66,3.57
2015-09-24,25.2,13.2,24.6,12.1,0.00,0.00,12.7,38,19.58,3.86
2015-09-25,21.7,16.3,20.5,16.2,0.00,0.00,13.8,66,15.68,3.18
2015-09-26,19.8,15.4,17.5,14.0,0.00,0.00,16.9,71,13.49,2.85
2015-09-27,20.7,13.5,20.0,12.2,0.00,0.00,11.9,71,11.26,2.33
2015-09-28,24.7,15.3,26.4,15.8,0.10,0.00,9.4,81,11.75,2.25
2015-09-29,25.6,18.3,28.1,20.2,6.60,0.00,10.5,144,8.02,1.61
2015-09-30,25.4,15.4,27.7,12.3,23.70,0.00,22.4,356,9.00,2.09
2015-10-01,15.6,13.5,13.9,10.2,1.30,0.00,22.4,21,4.93,2.02
2015-10-02,14.3,9.3,11.7,5.2,27.20,0.00,25.7,29,1.61,0.67
2015-10-03,11.8,9.7,8.4,5.5,2.20,0.00,28.6,40,2.02,1.10
2015-10-04,15.2,11.9,12.5,8.4,0.10,0.00,24.1,52,8.72,2.20
2015-10-05,16.6,10.4,15.5,7.8,0.00,0.00,15.4,25,12.14,2.20
2015-10-06,20.7,8.9,20.1,7.6,0.00,0.00,9.3,338,16.70,2.77
2015-10-07,21.4,12.4,21.3,11.4,0.00,0.00,10.1,327,14.99,2.61
2015-10-08,18.9,12.1,18.7,11.3,0.00,0.00,9.5,100,10.96,1.98
2015-10-09,23.9,13.5,24.8,13.2,6.90,0.00,16.9,219,11.58,2.26
2015-10-10,16.3,10.4,14.7,7.5,0.00,0.00,20.0,340,17.14,2.85
2015-10-11,19.2,7.2,17.1,5.5,0.00,0.00,11.5,226,16.29,2.72
2015-10-12,22.6,8.8,21.7,7.0,0.00,0.00,11.2,210,16.39,2.88
2015-10-13,22.4,12.1,22.0,11.2,0.00,0.00,14.3,222,11.48,2.18
2015-10-14,18.5,11.9,16.4,10.2,0.00,0.00,14.3,273,10.45,2.25
2015-10-15,16.4,8.4,13.5,6.4,0.00,0.00,14.0,270,13.83,2.59
2015-10-16,16.7,10.2,13.4,7.3,0.00,0.00,16.9,271,14.23,2.86
2015-10-17,12.5,6.0,7.5,1.4,0.00,0.00,19.1,299,14.23,2.70
2015-10-18,8.7,2.8,2.9,-1.2,0.00,0.00,20.9,321,14.42,2.47
2015-10-19,10.3,0.3,6.0,-3.3,0.00,0.00,19.1,266,15.30,2.32
2015-10-20,19.9,6.7,16.8,1.8,0.00,0.00,19.9,234,14.04,3.15
2015-10-21,22.5,9.0,21.6,7.2,0.00,0.00,14.0,222,14.10,2.67
2015-10-22,23.1,9.5,20.8,7.8,0.50,0.00,15.8,225,13.32,2.85
2015-10-23,16.1,8.0,15.2,4.3,0.00,0.00,17.2,352,14.79,2.96
2015-10-24,12.3,4.9,9.4,1.6,0.00,0.00,11.4,91,7.30,1.52
2015-10-25,18.3,11.0,16.5,7.3,0.10,0.00,18.0,266,4.50,1.76
2015-10-26,13.8,5.7,10.7,3.2,0.00,0.00,13.1,355,14.19,2.11
2015-10-27,13.9,4.6,11.1,1.8,0.00,0.00,10.8,68,8.07,1.51
2015-10-28,18.4,10.7,17.5,8.3,17.70,0.00,27.4,113,1.14,0.80
2015-10-29,20.2,13.0,19.6,8.7,8.10,0.00,25.8,235,9.43,2.48
2015-10-30,14.6,7.3,10.7,3.2,0.00,0.00,16.7,299,12.61,2.69
2015-10-31,11.8,2.8,9.1,-0.0,0.00,0.00,12.3,286,11.99,1.74
2015-11-01,17.2,8.4,15.0,5.7,0.20,0.00,16.6,219,6.04,1.52
2015-11-02,17.4,8.9,15.8,7.3,0.00,0.00,11.5,272,8.99,1.57
2015-11-03,21.1,6.6,20.4,5.0,0.00,0.00,8.9,270,12.18,2.04
2015-11-04,19.2,8.3,18.3,6.5,0.00,0.00,9.7,81,12.12,1.85
2015-11-05,20.1,10.2,21.7,9.4,0.00,0.00,9.2,210,5.57,0.98
2015-11-06,21.9,16.6,21.3,17.8,0.00,0.00,20.4,219,5.37,1.20
2015-11-07,18.1,11.8,18.7,8.5,0.00,0.00,12.5,297,6.38,1.68
2015-11-08,13.1,6.9,9.7,3.6,0.00,0.00,17.6,307,12.25,2.18
2015-11-09,14.1,6.3,11.0,4.5,0.00,0.00,7.4,217,11.11,1.66
2015-11-10,15.1,9.6,12.5,8.0,1.20,0.00,22.1,58,3.07,0.85
2015-11-11,13.9,8.9,12.3,6.0,3.70,0.00,19.8,354,2.53,0.67
2015-11-12,13.4,8.9,11.9,7.4,3.80,0.00,19.4,176,2.03,0.59
2015-11-13,13.1,7.7,7.5,1.7,0.00,0.00,27.4,268,9.01,2.72
2015-11-14,8.3,4.1,2.5,-0.1,0.00,0.00,25.9,290,7.86,2.22
2015-11-15,13.9,2.0,10.0,-1.6,0.00,0.00,16.5,252,10.84,1.94
2015-11-16,18.2,6.2,16.4,3.6,0.00,0.00,14.2,290,10.64,1.92
2015-11-17,9.3,4.2,6.0,0.3,0.00,0.00,16.3,59,10.96,1.69
2015-11-18,13.7,5.9,10.6,3.4,0.00,0.00,15.5,111,5.56,1.31
2015-11-19,17.7,12.6,15.9,10.6,21.80,0.00,22.3,147,3.64,1.11
2015-11-20,15.6,6.2,16.0,2.0,3.60,0.00,16.8,305,10.43,1.86
2015-11-21,9.3,4.2,6.2,0.1,0.00,0.00,14.2,50,10.40,1.63
2015-11-22,11.1,6.3,9.1,1.0,0.50,0.00,18.7,308,3.92,1.29
2015-11-23,5.7,0.4,0.2,-4.3,0.00,0.00,20.1,318,10.23,2.03
2015-11-24,7.0,-2.6,3.0,-6.3,0.00,0.00,10.7,261,9.05,1.24
2015-11-25,8.3,-0.4,4.9,-3.5,0.00,0.00,7.8,33,10.05,1.22
2015-11-26,15.0,4.3,13.6,1.0,0.00,0.00,9.4,145,8.73,1.30
2015-11-27,17.0,4.2,15.5,1.5,0.00,0.00,14.1,223,8.28,1.22
2015-11-28,13.6,7.6,13.3,5.0,1.70,0.00,12.9,306,2.17,0.48
2015-11-29,8.5,3.0,4.8,-2.0,0.00,0.00,15.9,9,7.92,1.34
2015-11-30,7.3,0.5,3.6,-3.9,0.00,0.00,16.3,38,5.40,1.08
2015-12-01,9.1,6.6,6.6,3.6,12.90,0.00,15.7,72,0.63,0.36
2015-12-02,12.7,7.5,11.5,6.0,9.60,0.00,13.6,130,1.19,0.28
2015-12-03,12.5,5.4,11.2,0.9,0.00,0.00,24.5,284,8.55,1.61
2015-12-04,9.9,2.6,6.5,-0.6,0.00,0.00,14.5,293,8.50,1.32
2015-12-05,9.7,0.1,7.3,-3.3,0.00,0.00,7.9,289,9.17,1.06
2015-12-06,10.7,0.1,8.1,-2.7,0.00,0.00,9.1,249,9.21,1.08
2015-12-07,11.5,1.1,9.1,-2.1,0.00,0.00,12.6,282,8.84,1.11
2015-12-08,8.1,3.4,5.7,-0.6,0.00,0.00,15.9,1,7.11,0.96
2015-12-09,10.5,3.1,7.3,0.4,0.00,0.00,13.2,171,5.72,0.90
2015-12-10,13.6,6.2,12.8,4.1,0.10,0.00,12.3,213,6.50,0.86
2015-12-11,15.4,5.2,14.3,2.8,0.00,0.00,14.3,218,6.96,1.00
2015-12-12,16.2,7.3,16.0,5.5,0.00,0.00,12.6,232,5.86,0.90
2015-12-13,17.2,9.6,17.4,8.2,0.00,0.00,10.5,44,5.65,0.86
2015-12-14,16.1,10.8,16.0,9.1,4.30,0.00,18.1,151,2.94,0.59
2015-12-15,17.2,10.3,17.0,6.7,1.90,0.00,25.5,277,8.34,2.06
2015-12-16,9.9,4.9,6.9,1.9,0.00,0.00,14.5,32,7.92,1.29
2015-12-17,12.8,7.6,12.6,5.7,19.00,0.00,10.5,122,0.86,0.29
2015-12-18,11.5,3.1,10.8,-2.0,0.10,0.00,17.4,304,2.07,0.91
2015-12-19,4.3,0.7,-2.3,-5.1,0.00,0.00,25.9,268,7.54,1.85
2015-12-20,5.1,-1.2,0.8,-5.5,0.00,0.00,17.0,259,8.75,1.28
2015-12-21,10.6,0.3,7.7,-4.2,0.00,0.00,17.7,214,4.12,1.13
2015-12-22,14.0,9.5,13.5,7.8,7.20,0.00,20.1,217,1.08,0.34
2015-12-23,16.1,9.5,16.2,8.3,21.30,0.00,13.3,102,0.96,0.20
2015-12-24,20.1,13.8,20.4,13.7,4.00,0.00,20.7,222,2.26,0.58
2015-12-25,17.6,11.3,18.6,11.1,3.80,0.00,9.4,272,3.89,0.63
2015-12-26,12.8,8.9,13.0,5.7,0.00,0.00,17.6,41,1.37,1.11
2015-12-27,15.8,7.9,15.1,4.1,4.80,0.00,20.8,257,2.83,0.56
2015-12-28,6.8,3.2,2.7,-3.0,0.30,0.00,27.7,33,6.09,1.51
2015-12-29,10.2,3.0,8.3,-2.3,10.70,0.00,24.5,61,1.08,0.39
2015-12-30,9.0,4.0,7.8,1.4,1.70,0.00,11.7,109,2.46,0.45
2015-12-31,9.7,3.9,8.7,0.5,2.40,0.00,14.5,302,5.87,0.94
2016-01-01,6.2,0.6,1.0,-4.6,0.00,0.00,21.1,271,8.11,1.41
2016-01-02,4.2,-1.5,-0.7,-5.9,0.00,0.00,15.5,263,9.08,1.30
2016-01-03,6.5,-1.0,1.4,-5.5,0.00,0.00,19.1,249,8.97,1.29
2016-01-04,-0.4,-7.9,-5.1,-15.5,0.00,0.00,26.3,333,7.90,1.38
2016-01-05,-1.4,-10.0,-6.0,-17.0,0.00,0.00,25.7,349,9.87,1.15
2016-01-06,3.4,-6.2,-1.4,-10.6,0.00,0.00,10.2,233,9.83,1.13
2016-01-07,5.4,-5.0,2.1,-9.0,0.00,0.00,8.5,268,6.08,0.73
2016-01-08,6.0,-1.3,2.8,-5.5,0.00,0.00,12.7,41,6.27,0.80
2016-01-09,8.4,2.5,5.8,-1.1,0.10,0.00,13.6,60,2.92,0.49
2016-01-10,13.9,4.7,12.1,-1.3,31.20,0.00,28.8,146,1.70,0.52
2016-01-11,3.4,-3.3,-2.8,-8.3,0.00,0.00,24.1,268,10.15,1.84
2016-01-12,5.6,-5.6,-0.1,-10.3,0.00,0.00,22.7,205,6.92,1.21
2016-01-13,-1.1,-4.9,-8.0,-12.5,0.00,0.00,28.2,275,10.21,1.65
2016-01-14,2.7,-5.5,-2.4,-11.0,0.10,0.14,17.4,255,9.67,1.30
2016-01-15,8.7,-1.1,6.4,-4.9,0.20,0.00,9.0,118,8.37,0.97
2016-01-16,10.0,2.4,6.1,-0.7,8.10,0.00,20.0,302,5.23,0.87
2016-01-17,4.1,-2.2,0.2,-5.9,1.90,1.40,11.5,333,3.20,0.68
2016-01-18,-2.2,-6.9,-6.7,-14.0,0.00,0.00,29.1,286,10.09,1.43
2016-01-19,-2.4,-8.6,-10.0,-15.5,0.00,0.00,32.2,284,10.91,1.49
2016-01-20,2.6,-4.4,-1.7,-10.9,0.00,0.00,21.1,300,9.98,1.24
2016-01-21,2.1,-3.9,-3.8,-9.1,0.00,0.00,17.9,316,10.96,1.32
2016-01-22,-1.4,-6.2,-6.1,-11.3,0.30,0.21,15.8,354,7.33,1.08
2016-01-23,-2.5,-4.1,-7.7,-11.6,43.90,30.73,37.7,29,1.61,0.57
2016-01-24,-3.5,-9.9,-8.2,-15.0,1.10,0.77,26.3,335,12.00,0.96
2016-01-25,-0.2,-9.5,-3.8,-14.1,0.00,0.00,10.9,253,11.04,0.93
2016-01-26,4.9,-5.2,0.9,-9.8,0.00,0.00,15.7,215,9.57,0.94
2016-01-27,3.5,-4.8,-0.5,-9.1,0.30,0.00,13.1,284,11.08,1.05
2016-01-28,1.6,-8.3,-1.8,-11.9,0.00,0.00,9.3,239,12.20,0.98
2016-01-29,3.3,-6.1,-1.3,-10.5,0.20,0.00,17.9,291,10.26,1.02
2016-01-30,1.3,-8.7,-3.3,-13.3,0.00,0.00,16.0,240,11.94,1.10
2016-01-31,5.7,-3.7,2.5,-7.7,0.00,0.00,13.8,213,10.80,1.06
2016-02-01,8.2,1.8,5.4,-1.8,0.00,0.00,12.6,265,8.03,1.02
2016-02-02,8.5,-3.3,5.7,-7.6,0.00,0.00,10.8,329,12.42,1.39
2016-02-03,12.3,-1.4,10.5,-5.5,14.10,0.00,23.9,164,1.51,0.48
2016-02-04,12.1,6.5,10.7,2.7,0.70,0.00,15.6,286,5.26,1.11
2016-02-05,5.7,-3.4,1.8,-8.3,16.70,8.96,21.7,337,6.44,0.97
2016-02-06,2.6,-5.9,-2.0,-10.3,0.00,0.00,13.2,231,11.32,1.20
2016-02-07,5.7,-4.7,2.4,-8.8,0.00,0.00,14.5,183,12.00,1.28
2016-02-08,1.1,-2.7,-3.4,-7.0,1.10,1.26,23.2,34,5.32,0.80
2016-02-09,0.6,-3.6,-2.5,-8.2,0.90,0.77,12.4,70,8.95,0.85
2016-02-10,3.1,-2.5,-2.2,-7.9,0.70,0.70,18.4,258,9.64,1.14
2016-02-11,-2.8,-7.6,-8.1,-14.8,0.00,0.07,33.4,287,11.91,1.46
2016-02-12,-4.1,-12.7,-9.3,-17.9,0.00,0.00,24.0,266,11.94,1.18
2016-02-13,-7.3,-15.5,-13.3,-23.1,0.00,0.00,31.6,298,15.17,1.09
2016-02-14,-9.6,-18.7,-14.4,-25.4,0.00,0.00,24.4,312,15.67,0.93
2016-02-15,3.5,-10.4,0.5,-14.7,6.50,3.22,13.9,96,6.02,0.60
2016-02-16,11.5,1.1,7.5,-2.9,20.10,0.00,32.4,184,2.61,0.60
2016-02-17,5.9,-1.6,1.1,-5.9,0.00,0.00,17.8,286,11.03,1.40
2016-02-18,1.6,-4.1,-4.1,-9.3,0.00,0.00,18.4,328,15.72,1.80
